turn,alive_count,survival_fraction,x_mean,x_rms,y_mean,y_rms,z_mean,z_rms,delta_mean,delta_rms,px_rms,py_rms,emittance_proxy_x,emittance_proxy_y
27,9905,0.9905,7.825633138967233e-05,0.008378835426678182,-0.00023666533492316903,0.00921898125212923,-7.956068464113349e-05,0.011455661722597713,-2.4498076519167506e-05,0.0010134279094916212,0.00030240684372201117,0.0006946127306007443,9.963773426770807e-07,9.76890388381701e-07
28,9905,0.9905,7.056994080629654e-05,0.0077011141292194114,-0.00021416124502256963,0.008281511110382148,-8.446279939040998e-05,0.011562325841017553,-2.4510573746340976e-05,0.0010143613049320118,0.00020735611007816567,0.0007219351076115956,9.96399119026565e-07,9.769026170869663e-07
29,9905,0.9905,6.0370662479440656e-05,0.006772822988692263,-0.000184014114922481,0.007074376008829386,-8.936756758796724e-05,0.011671904936228427,-2.4523840987766438e-05,0.0010153288982086984,0.00015353695581454837,0.0007244848109451676,9.964211015584021e-07,9.76916031565707e-07
30,9905,0.9905,4.802231773633338e-05,0.005639110552298558,-0.00014730002590043856,0.0056572809776097395,-9.427514331997743e-05,0.011784331266532768,-2.453787866004003e-05,0.001016330713048088,0.00018955563882424665,0.0007021599258992347,9.96443111572366e-07,9.76930778075194e-07
31,9905,0.9905,3.396523253405567e-05,0.004368663446414244,-0.00010532941864302825,0.004124628668483975,-9.918568076076625e-05,0.011899538054803588,-2.455268720395211e-05,0.0010173667740423873,0.00027985611261868417,0.0006558596486142129,9.9646506252475e-07,9.76946938946809e-07
32,9905,0.9905,1.8700536068286736e-05,0.003086846113207771,-5.960031926012794e-05,0.002682001838455439,-0.0001040993341776763,0.012017459601480962,-2.4568267084501067e-05,0.0010184371066528472,0.00038044029715647923,0.0005874970071961622,9.964869788797054e-07,9.769645130926206e-07
33,9905,0.9905,2.7722956615855454e-06,0.0021173310901787287,-1.1744870970314113e-05,0.001984215134776258,-0.00010901625793585799,0.012138031383957542,-2.4584618790907813e-05,0.001019541737213097,0.0004751545089985272,0.0005000685267721248,9.965089980451944e-07,9.769834085853373e-07
34,9905,0.9905,-1.3251875176111488e-05,0.0021594241638944562,3.652892010587956e-05,0.002775888713390086,-0.00011393660650317977,0.012261190142991206,-2.4601742836631115e-05,0.0010206806929325685,0.0005567353017631751,0.00039795078081001554,9.965313547534008e-07,9.770034500904144e-07
35,9905,0.9905,-2.8801044325122797e-05,0.0031690905811201536,8.349814582251383e-05,0.004238485827963873,-0.00011886053445505364,0.012386873956837614,-2.4619639759383625e-05,0.0010218540019000075,0.0006207740794905961,0.0002881463998592323,9.965543500882495e-07,9.770244015566034e-07
36,9905,0.9905,-4.33213034219285e-05,0.004456591674533471,0.00012748648775967985,0.005767305069689224,-0.0001237881964792876,0.012515022303834432,-2.4638310121148725e-05,0.0010230616930870721,0.0006643131987332644,0.00018635419125659738,9.965783096298422e-07,9.770460016091508e-07
37,9905,0.9905,-5.6295500192996616e-05,0.005720742854554134,0.0001669240451411426,0.007171495496215646,-0.00012871974738092826,0.012645576114192694,-2.465775450819807e-05,0.0010243037963520156,0.0006854819736491194,0.00014248997887021287,9.966035366109691e-07,9.770680062450965e-07
38,9905,0.9905,-6.726165779273687e-05,0.006842382148571834,0.00020040336362851964,0.008360466320994981,-0.00013365534208715135,0.012778477811761814,-2.4677973531109956e-05,0.0010255803424434491,0.0006833994929158251,0.00020444408479770022,9.96630266556039e-07,9.770902315095756e-07
39,9905,0.9905,-7.582942508246374e-05,0.0077549687264637495,0.00022672966533212444,0.0092761907890275,-0.00013859513565211255,0.012913671346534563,-2.469896782478836e-05,0.001026891363004189,0.0006581520266445205,0.00031010593088274017,9.966586297244473e-07,9.771125884318958e-07
40,9905,0.9905,-8.16939720567916e-05,0.008414537721464608,0.00024496348737715123,0.009878976137358763,-0.00014353928326180877,0.013051102218648776,-2.4720738048482864e-05,0.0010282368905751788,0.0006107947253286554,0.00041917611013384383,9.966886269201486e-07,9.77135103766569e-07
41,9905,0.9905,-8.464683575462146e-05,0.00879219150409817,0.000254454207341883,0.010144043933446069,-0.00014848794023897385,0.013190717494625439,-2.47432848858092e-05,0.0010296169585994905,0.0005433817380682037,0.0005188076406006321,9.967201228694694e-07,9.77157922661834e-07
42,9905,0.9905,-8.458333073317168e-05,0.008872086101108569,0.00025486325916933966,0.010060741354932895,-0.00015344126204792512,0.013332465816558876,-2.4766609044770705e-05,0.0010310316014263993,0.0004590897899851548,0.0006027349320507843,9.96752859359557e-07,9.771812925671595e-07
43,9905,0.9905,-8.150626065772414e-05,0.008650924479438923,0.00024617621113433665,0.009632406387199569,-0.00015839940429948008,0.013476297404946304,-2.479071125778039e-05,0.0010324808543155331,0.00036267886517267733,0.0006669052571512646,9.967864876903504e-07,9.772055307339037e-07
44,9905,0.9905,-7.552579940054068e-05,0.008137890839454834,0.0002287032749896797,0.008876399453337479,-0.00016336252275581047,0.013622164055811849,-2.4815592281683905e-05,0.0010339647534410902,0.00026229947460814246,0.0007085500725738158,9.96820616952759e-07,9.772309800139636e-07
45,9905,0.9905,-6.685554655034018e-05,0.007354866264985108,0.0002030682283286684,0.007824437288001987,-0.00016833077333537283,0.013770019132744667,-2.4841252897783174e-05,0.001035483335896129,0.00017732056584708475,0.0007259610867409094,9.968548717020538e-07,9.77257959112461e-07
46,9905,0.9905,-5.580489854386504e-05,0.006337418727112213,0.00017018614574831504,0.00652421263698526,-0.00017330431211773676,0.013919817554434628,-2.486769391186084e-05,0.0010370366396969233,0.0001573239388808691,0.0007184391117788762,9.968889504169766e-07,9.772867140790672e-07
47,9905,0.9905,-4.2768007886305766e-05,0.005138541824112514,0.00013123073381840974,0.005046100985302658,-0.00017828329534857614,0.014071515778250495,-2.4894916154205473e-05,0.0010386247037873818,0.000222874273612218,0.0006862856220705533,9.969226753508566e-07,9.773173777958164e-07
48,9905,0.9905,-2.8209724451528376e-05,0.0038428686060253308,8.75924358999929e-05,0.003512422487111516,-0.00018326787944450822,0.01422507178036836,-2.4922920479637525e-05,0.001040247568043533,0.0003204358461246181,0.0006308056739593955,9.969560253366128e-07,9.773499436133338e-07
49,9905,0.9905,-1.2649020317526333e-05,0.0026267650768712126,4.082880227038242e-05,0.002246352522056125,-0.00018825822099802038,0.014380445032919593,-2.4951707767536082e-05,0.0010419052732780702,0.0004198362740234297,0.0005543345489355466,9.969891457045553e-07,9.773842580088646e-07
50,9905,0.9905,3.35951082960278e-06,0.0019787651044438598,-7.391102955938119e-06,0.0021500148669025576,-0.0001932544767823976,0.014537596478590781,-2.4981278921866357e-05,0.0010435978612449552,0.0005099041236339364,0.0004603647214069163,9.970223331786206e-07,9.774200350227656e-07
51,9905,0.9905,1.9245420187458727e-05,0.002497407758789456,-5.534627382161783e-05,0.0033356272429148847,-0.00019825680375664282,0.014696488503072303,-2.5011634871207938e-05,0.0010453253746440805,0.000584841285787341,0.00035407030901301397,9.9705599764008e-07,9.774568922412505e-07
52,9905,0.9905,3.444273169964161e-05,0.0036790825474646584,-0.00010132518717381937,0.004861739007868764,-0.00020326535907040148,0.014857084905717194,-2.504277656878389e-05,0.001047087857125986,0.0006409026329865479,0.000244615469469244,9.970906061954727e-07,9.774944045186247e-07
53,9905,0.9905,4.8410106885574236e-05,0.004977715084018498,-0.00014368688762180233,0.006354616506916463,-0.0002082803000688925,0.015019350868739147,-2.5074704992490503e-05,0.0010488853532966299,0.0006755898655233725,0.00015693390623668899,9.971266174946124e-07,9.77532168125799e-07
54,9905,0.9905,6.065012817296911e-05,0.006194428309316364,-0.00018091955263044909,0.0076804281845120745,-0.00021330178429788586,0.015183252925247116,-2.510742114492792e-05,0.00105071790872221,0.0006874367213690205,0.00015724530579538714,9.971644154835223e-07,9.775698654410674e-07
55,9905,0.9905,7.072701380587352e-05,0.007238126756877574,-0.0002116944475575662,0.00876497512928034,-0.00021832996950856955,0.015348758926384307,-2.514092605343147e-05,0.0010525855699340353,0.0006759531716286871,0.00024518553085030775,9.972042517945322e-07,9.776073194445175e-07
56,9905,0.9905,7.828213341043314e-05,0.008053004112240364,-0.00023491334502512124,0.009558386554120828,-0.00022336501366258436,0.015515838007811724,-2.517522077010381e-05,0.0010544883844334453,0.0006416149601306214,0.00035466265377007735,9.972462049508932e-07,9.776445285200165e-07
57,9905,0.9905,8.304677178098256e-05,0.008601603383501553,-0.0002497477163213112,0.010027168067697463,-0.0002284070749369464,0.015684460555750738,-2.5210306371847824e-05,0.0010564264006967747,0.0005858737478718574,0.00046090645272506715,9.972901626596852e-07,9.776816752166004e-07
58,9905,0.9905,8.485168660027523e-05,0.008860404168732136,-0.00025566829623289994,0.010152274075091375,-0.00023345631172902242,0.015854598172774976,-2.5246183960400307e-05,0.0010583996681803624,0.0005112118162436804,0.0005547902393269829,9.973358307812955e-07,9.777191069623305e-07
59,9905,0.9905,8.363312012860065e-05,0.008818646199057045,-0.0002524639663215044,0.00992869738622175,-0.0002385128826614986,0.01602622364351994,-2.5282854662366418e-05,0.0010604082373256015,0.00042135279569027875,0.0006311526449767836,9.973827691914284e-07,9.777572912826421e-07
60,9905,0.9905,7.943505131063809e-05,0.008478060023932314,-0.0002402492829181557,0.009365419994476373,-0.00024357694658735723,0.016199310900458234,-2.5320319629254926e-05,0.0010624521595640308,0.00032205169525560836,0.0006865087032955697,9.974304509234998e-07,9.77796751948017e-07
61,9905,0.9905,7.240760874937063e-05,0.007852901352839607,-0.0002194603814087817,0.008485518099999137,-0.0002486486625948582,0.016373834989869704,-2.5358580037514174e-05,0.0010645314873224633,0.00022434084973835846,0.0007185294051416749,9.974783371676895e-07,9.778379950940866e-07
62,9905,0.9905,6.280170180693074e-05,0.0069703721329675795,-0.00019083940325289716,0.007326817738095608,-0.00025372819001256606,0.016549772038118766,-2.539763708856895e-05,0.0010666462740281527,0.00015790171591181524,0.0007259157168946407,9.975259576023313e-07,9.778814355620139e-07
63,9905,0.9905,5.09600618372829e-05,0.005872328740707831,-0.00015540800181109508,0.005944788780013312,-0.00025881568841434037,0.016727099218335716,-2.5437492008858006e-05,0.0010687965741139924,0.00017642442051948206,0.0007083721892186626,9.975729838988059e-07,9.77927333635246e-07
64,9905,0.9905,3.7305013434074656e-05,0.004621642849444478,-0.00011443087283350847,0.004424508462093164,-0.000263911317624311,0.01690579471758479,-2.54781460498724e-05,0.0010709824430237501,0.00026082385266696837,0.0006666041278836248,9.976192846273235e-07,9.77975751218875e-07
65,9905,0.9905,2.2323412033290306e-05,0.0033272704185718094,-6.937061146992853e-05,0.0029363202201713743,-0.0002690152377219481,0.017085837704588918,-2.5519600488194692e-05,0.0010732039372173324,0.0003611325935732843,0.0006023262300719065,9.976649523213263e-07,9.78026534448239e-07
66,9905,0.9905,6.549285096853707e-06,0.0022527045435192595,-2.183550719698705e-05,0.002007199232662747,-0.0002741276090470608,0.01726720829806996,-2.5561856625538805e-05,0.0010754611141760774,0.0004576603783906688,0.0005183144181871159,9.97710297727899e-07,9.780793267358512e-07
67,9905,0.9905,-9.45520417201698e-06,0.002054378043928681,2.6477859927936585e-05,0.002539143671573741,-0.00027924859220480706,0.017449887535752637,-2.560491578879077e-05,0.0010777540324080784,0.0005421667901991526,0.00041863214668144526,9.977558114447267e-07,9.78133612404724e-07
68,9905,0.9905,-2.5119791976661953e-05,0.002937509122821141,7.384517277602165e-05,0.003941393178148532,-0.00028437834807081865,0.017633857344071583,-2.56487793300502e-05,0.0010800827514535316,0.00060985797745152,0.00030956828507096106,9.978020982059114e-07,9.781887865639274e-07
69,9905,0.9905,-3.988643387073579e-05,0.004204250950566638,0.00011857591914204792,0.005477573371947232,-0.0002895170377961464,0.01781910050861224,-2.56934486266726e-05,0.001082447331890108,0.0006575374795309471,0.00020404842962287528,9.978497931337131e-07,9.78244242366564e-07
70,9905,0.9905,-5.322918541933683e-05,0.005484478758177386,0.00015907372572196877,0.006914171506237384,-0.0002946648228124161,0.018005600645309733,-2.5738925081312375e-05,0.0010848478353383505,0.0006831353897410236,0.00014260889057980382,9.978994717616208e-07,9.782994631565068e-07
71,9905,0.9905,-6.46729352906836e-05,0.006639553236130523,0.00019389333074103552,0.008149806503701076,-0.00029982186483680203,0.018193342172422727,-2.5785210121966777e-05,0.0010872843244670908,0.0006855819583890722,0.00018695654625094243,9.979515663902794e-07,9.783541052148204e-07
72,9905,0.9905,-7.381032351847912e-05,0.007596378851609738,0.00022179216192575032,0.009121871742879107,-0.00030498832587720767,0.018382310283294272,-2.5832305202020486e-05,0.001089756862998887,0.0006647766695447441,0.0002888108144729136,9.98006300490726e-07,9.784080575180294e-07
73,9905,0.9905,-8.03162424705218e-05,0.008307493647817223,0.00024177467910627625,0.00978753140017354,-0.0003101643682372753,0.018572490919906166,-2.5880211800291088e-05,0.0010922655157154797,0.0006215862889894395,0.00039856103989603225,9.980636506724132e-07,9.78461468192175e-07
74,9905,0.9905,-8.395940430947849e-05,0.008741313950091634,0.0002531278990214578,0.010119216808445726,-0.0003153501545214898,0.0187638707472292,-2.592893142107532e-05,0.0010948103484632638,0.0005578670779957034,0.0005005861220811787,9.981233424319237e-07,9.785147325964365e-07
75,9905,0.9905,-8.461056335941607e-05,0.00887952833007542,0.0002554468346558911,0.010103560342801807,-0.00032054584764033107,0.01895643712836802,-2.5978465594196082e-05,0.0010973914281587787,0.00047656047673475725,0.0005879003409722268,9.981848817092727e-07,9.785684441098643e-07
76,9905,0.9905,-8.224710106480858e-05,0.00871642349368043,0.0002486489414318075,0.009741195662246318,-0.00032575161081534415,0.019150178100495952,-2.6028815875050288e-05,0.001100008822794211,0.00038205104752620954,0.0006561345987830277,9.982476194864875e-07,9.786233144912072e-07
77,9905,0.9905,-7.695381089425708e-05,0.008258763892353376,0.00023297705495791776,0.009046763981145711,-0.00033096760758428013,0.01934508235157213,-2.6079983844657516e-05,0.0011026626014429097,0.0002815431658376911,0.0007022982691351247,9.98310841741256e-07,9.786800751274944e-07
78,9905,0.9905,-6.891985597653781e-05,0.007525939258106652,0.00020899071579729282,0.008049152088603203,-0.0003361940018062257,0.019541139197831348,-2.613197110970939e-05,0.0011053528342649154,0.00019095911105174979,0.0007244841007816435,9.983738727353698e-07,9.787393730354257e-07
79,9905,0.9905,-5.843200863461157e-05,0.006550724964956144,0.0001775461911956911,0.006792715778761573,-0.0003414309576667423,0.019738338562034594,-2.6184779302619854e-05,0.0011080795925124973,0.0001536884776504475,0.0007217988266965681,9.984361767366199e-07,9.788016760569865e-07
80,9905,0.9905,-4.586441344402525e-05,0.005382192936084898,0.00013976590711701375,0.005342399173840599,-0.00034667863968306417,0.0199366709524668,-2.6238410081576195e-05,0.0011108429485357017,0.00020627442265563247,0.0006943504912638734,9.984974426175113e-07,9.788672005212392e-07
81,9905,0.9905,-3.166523926642515e-05,0.004096639378866967,9.699838186601652e-05,0.0038055175828422758,-0.0003519372127091836,0.020136127442666803,-2.6292865130590893e-05,0.0011136429757879081,0.0003009499475732865,0.0006432494869567096,9.985576377441231e-07,9.789358720248472e-07
82,9905,0.9905,-1.634069648611317e-05,0.0028427036905241975,5.077009155183764e-05,0.0024401100948589576,-0.00035720684194110467,0.02033669965187345,-2.634814615955426e-05,0.0011164797488313902,0.0004011034331936982,0.0005706276762971785,9.986170219878618e-07,9.790073261333903e-07
83,9905,0.9905,-4.369894629531837e-07,0.002023782347320067,2.7309855620765427e-06,0.002040907892788747,-0.00036248769292195916,0.02053837972617087,-2.6404254904287897e-05,0.001119353343342887,0.0004934880143651751,0.00047973452387589926,9.98676118800181e-07,9.790809508984773e-07
84,9905,0.9905,1.547915232995617e-05,0.0023218284740610827,-4.540440319844776e-05,0.0030608238322403954,-0.00036777993154728564,0.020741160320315165,-2.646119312659898e-05,0.0011222638361191746,0.0005716694199232983,0.0003753372978607251,9.987356469323791e-07,9.791559674100608e-07
85,9905,0.9905,3.0840670503883504e-05,0.0034326335346126693,-9.191815138270488e-05,0.004563672970687496,-0.00037308372407016073,0.020945034580224352,-2.651896261433528e-05,0.001125211305082645,0.0006315990914321818,0.0002654356863216119,9.98796422341764e-07,9.792315387447498e-07
86,9905,0.9905,4.510038153456202e-05,0.004729332953219993,-0.00013515025752553346,0.006076006691074415,-0.00037839923710645065,0.02114999612611286,-2.6577565181441137e-05,0.001128195829286886,0.0006705618127792639,0.00016985794000467667,9.988592441408066e-07,9.79306892558192e-07
87,9905,0.9905,5.775046825113926e-05,0.005970160714234844,-0.00017355788536264642,0.007440568420332483,-0.0003837266376400502,0.021356039036251995,-2.6637002668014067e-05,0.0011312174889222637,0.0006868979672964687,0.00014817592193969574,9.989247806022296e-07,9.793814393139079e-07
88,9905,0.9905,6.834056469036706e-05,0.007052054184394754,-0.00020577042380166895,0.008575993063677675,-0.0003890660930281215,0.02156315783133699,-2.6697276940362355e-05,0.0011342763653215077,0.0006799300537108482,0.00022526637666881407,9.989934711633486e-07,9.794548676965452e-07
89,9905,0.9905,7.649379023822697e-05,0.007914376267990183,-0.00023063839857376516,0.009428641566648185,-0.0003944177710063367,0.02177134745944226,-2.675838989106338e-05,0.0011373725409652934,0.0006499469347708598,0.0003333772263880844,9.99065458312803e-07,9.795272015496793e-07
90,9905,0.9905,8.192016218638754e-05,0.008516621462558042,-0.00024727449009233143,0.009962076250951312,-0.0003997818396941372,0.02198060328154545,-2.6820343439022732e-05,0.0011405060994878278,0.0005982097479345269,0.0004411220139576565,9.991405595462282e-07,9.795988083749847e-07
91,9905,0.9905,8.442690936206205e-05,0.008832705250390831,-0.0002550851938331909,0.010154506156058132,-0.0004051584676000461,0.022190921057601953,-2.688313952953424e-05,0.0011436771256824305,0.0005269935870636047,0.0005378396442217078,9.992182846057075e-07,9.79670356977764e-07
92,9905,0.9905,8.392532000979021e-05,0.00884943051473452,-0.000253791993569308,0.009998217093034162,-0.0004105478236269172,0.022402296933151118,-2.694678013434074e-05,0.001146885705507116,0.00043975163744120144,0.000617883484827381,9.99297897356369e-07,9.797427297678028e-07
93,9905,0.9905,8.043388067056851e-05,0.008566115893521385,-0.0002434412921190352,0.009499486318705357,-0.0004159500770772533,0.022614727426436203,-2.7011267251695715e-05,0.0011501319260901722,0.0003417260995221624,0.0006775053710236674,9.993785154197732e-07,9.798169020636372e-07
94,9905,0.9905,7.407759501167905e-05,0.007994582784830478,-0.00022440274553885568,0.008678649102189876,-0.0004213653976585372,0.022828209416019804,-2.7076602906425732e-05,0.0011534158757357344,0.00024239645039308386,0.0007141673115560111,9.994592348261441e-07,9.79893805441667e-07
95,9905,0.9905,6.508350769665375e-05,0.007159468529472402,-0.0001973560605868146,0.007570582253509304,-0.00042679395548853483,0.023042740128877554,-2.7142789149993757e-05,0.0011567376439293583,0.00016593799691554887,0.0007263742272585866,9.995392624236395e-07,9.7997419424565e-07
96,9905,0.9905,5.377259359723706e-05,0.006099552662247984,-0.00016326672702859923,0.00622691400999711,-0.00043223592110065695,0.023258317128952672,-2.720982806056324e-05,0.0011600973213435877,0.0001659375602305971,0.0007136370968852584,9.996180365792e-07,9.800585338747838e-07
97,9905,0.9905,4.0548302120149e-05,0.004872703267601508,-0.00012335155125907637,0.004725108984936603,-0.00043769146544926424,0.023474938306154804,-2.727772174306305e-05,0.0011634949998435172,0.00024239341056275852,0.0006764677399557843,9.996953175316392e-07,9.80146926746156e-07
98,9905,0.9905,2.5882165538731632e-05,0.00357496480289464,-7.903522167430484e-05,0.0032092872103089637,-0.00044316075991511223,0.023692601865786624,-2.73464723292533e-05,0.0011669307724923497,0.00034171787034052514,0.0006163844470143812,9.997712327622894e-07,9.802390872845287e-07
99,9905,0.9905,1.0296984740988902e-05,0.002422471575099311,-3.189945626365659e-05,0.0020967060894468217,-0.0004486439763106747,0.023911306318382407,-2.7416081977791908e-05,0.0011704047335569492,0.00043973622310682515,0.0005359503768116173,9.998462693750746e-07,9.80334371294428e-07
100,9905,0.9905,-5.651807990029335e-06,0.0019964774297741394,1.6373452421939824e-05,0.00233504617942439,-0.00045414128688553483,0.024131050469943238,-2.748655287430208e-05,0.0011739169785133876,0.0005269698133334594,0.00043894657962511576,9.999212135604236e-07,9.804318580141149e-07
101,9905,0.9905,-2.1395944727680384e-05,0.002720190505466752,6.40606798762483e-05,0.0036494552712843086,-0.0004596528643318213,0.02435183341255365,-2.7557887231440613e-05,0.0011774676040524846,0.000598177452963632,0.00033108337002658395,9.999970452809254e-07,9.8053047564819e-07
102,9905,0.9905,-3.637457061877267e-05,0.00395288688872261,0.00010946035680060361,0.005184616850466912,-0.00046517888178961253,0.024573654515365428,-2.763008728896702e-05,0.0011810567080853423,0.0006499071382269907,0.00022322881713240337,1.0000748029702377e-06,9.80629154179367e-07
103,9905,0.9905,-5.005422401916649e-05,0.005243898705616588,0.00015095230632650844,0.006649577863723614,-0.00047071951285237144,0.024796513415934307,-2.7703155313813486e-05,0.0011846843897488717,0.0006798850952004633,0.00014759621603932128,1.0001554373006033e-06,9.807269840097704e-07
104,9905,0.9905,-6.194783623343125e-05,0.006429413768086218,0.00018705586364580113,0.007929259447976343,-0.0004762749315723974,0.02502041001189616,-2.777709360015573e-05,0.001188350749411313,0.000686851623297371,0.00017160316846733618,1.0002396745231291e-06,9.808233567240256e-07
105,9905,0.9905,-7.163207413720291e-05,0.007428466314123991,0.0002164827146036877,0.008955835265639782,-0.00048184531246628874,0.02524534445296947,-2.7851904469484692e-05,0.0011920558886777497,0.0006705194219903471,0.00026783160011263467,1.0003279085867279e-06,9.80918065837635e-07
106,9905,0.9905,-7.87624081583209e-05,0.008189755942307801,0.0002381828676578147,0.009683163957099096,-0.0004874308305204228,0.025471317133271373,-2.7927590270679017e-05,0.0011957999103956146,0.0006315677557525814,0.0003776949368691841,1.0004201375680896e-06,9.810113508589961e-07
107,9905,0.9905,-8.308536927960364e-05,0.008678917563080866,0.0002513821187445185,0.010080846632807,-0.0004930316611964341,0.025698328683935078,-2.8004153380078466e-05,0.0011995829186601864,0.0005716584293359321,0.0004818323457225674,1.0005159543841574e-06,9.811038765098066e-07
108,9905,0.9905,-8.444755900423265e-05,0.008875147445491501,0.0002556096722696854,0.010132793924044533,-0.0004986479804367468,0.02592637996601695,-2.8081596201558145e-05,0.0012034050188200842,0.0004935098412924099,0.0005723495817033759,1.000614594832975e-06,9.811966489482891e-07
109,9905,0.9905,-8.280109201654912e-05,0.00877031240335141,0.00025071493281564577,0.009836936709940059,-0.0005042799646700742,0.026155472063681733,-2.81599211666036e-05,0.0012072663174827495,0.0004011761582577686,0.0006445191249128585,1.0007150383263539e-06,9.812908804621805e-07
110,9905,0.9905,-7.820527844705499e-05,0.008368763635462014,0.0002368728686846534,0.009205207151520449,-0.0005099277908169539,0.026385606277655144,-2.8239130734386755e-05,0.001211166922519923,0.0003011031920279761,0.0006951175282012071,1.0008161490405805e-06,9.81387821698912e-07
111,9905,0.9905,-7.082448667632175e-05,0.007687427539476109,0.0002145777562870335,0.008263706439474428,-0.0005155916362953166,0.026616784118933166,-2.8319227391842732e-05,0.0012151069430731136,0.00020655871619128946,0.000722035958128058,1.0009168386652666e-06,9.81488585026514e-07
112,9905,0.9905,-6.092226371111865e-05,0.006756388029628902,0.00018462552906958987,0.0070536275411640535,-0.0005212716790260599,0.026849007302738027,-2.840021365374757e-05,0.0012190864895590618,0.0001541055930602019,0.0007241866348523562,1.0010162276545885e-06,9.815939837249725e-07
113,9905,0.9905,-4.885192348746011e-05,0.005621158649823083,0.000148085361366839,0.005635179892642291,-0.0005269680974386164,0.02708227774271099,-2.8482092062796703e-05,0.0012231056736751922,0.00019127745366146924,0.0007014843118550436,1.001113780917816e-06,9.817044096073996e-07
114,9905,0.9905,-3.504393924965436e-05,0.00435113601917121,0.00010626150172977688,0.004103957579940083,-0.0005326810704765479,0.027316597545332725,-2.8564865189684422e-05,0.0012271646084050626,0.00028171370297265557,0.0006548455252989552,1.0012093967720638e-06,9.81819766865974e-07
115,9905,0.9905,-1.9990589941409265e-05,0.0030736228571387014,6.064671823406652e-05,0.002669660790718919,-0.0005384107776031891,0.02755196900456213,-2.864853563318413e-05,0.0012312634080238049,0.00038212068930175885,0.000586202191344976,1.0013034345057676e-06,9.81939472990601e-07
116,9905,0.9905,-4.228408273173972e-06,0.0021177471378526227,1.286901757514054e-05,0.001996190663244377,-0.0005441573988072362,0.02778839459668513,-2.873310602022955e-05,0.0012354021881035584,0.0004765581854682356,0.0004985743290691659,1.0013966750443167e-06,9.820625290917491e-07
117,9905,0.9905,1.1680943679057154e-05,0.002178992093115178,-3.5366460258296705e-05,0.0028036200493289283,-0.0005499211146084294,0.02802587697536487,-2.8818579005996683e-05,0.0012395810655188978,0.0005578105903059452,0.00039637693961994927,1.0014902193583365e-06,9.821876525734764e-07
118,9905,0.9905,2.7170689615468306e-05,0.0031936056432505873,-8.233829784086003e-05,0.004266673900545036,-0.0005557021060632223,0.02826441896688565,-2.8904957273986794e-05,0.0012438001584522554,0.000621489277259142,0.0002867059378415123,1.0015853386213351e-06,9.823134558482896e-07
119,9905,0.9905,4.1689131597392624e-05,0.0044795077728125516,-0.000126370234728782,0.005792432466239278,-0.000561500554770446,0.028504023565582657,-2.899224353611017e-05,0.0012480595863993353,0.0006646519108541599,0.0001855846587711038,1.001683297185693e-06,9.824386470119305e-07
120,9905,0.9905,5.471930063123969e-05,0.005740307106005232,-0.00016589098791480115,0.007192349612035705,-0.0005673166428769973,0.028744693929450397,-2.9080440532770788e-05,0.0012523594701745245,0.0006854427618451049,0.0001435308724455247,1.0017851732616152e-06,9.825622236183298e-07
121,9905,0.9905,6.579736529496036e-05,0.006857817186996559,-0.00019949032348807587,0.008376335667330896,-0.0005731505530835918,0.028986433375922566,-2.916955103295192e-05,0.0012566999319162965,0.0006829963265373089,0.00020648803148486211,1.0018917024685264e-06,9.826836301921368e-07
122,9905,0.9905,7.452914287252017e-05,0.0077658094760069485,-0.00022596937854876795,0.009286611390297964,-0.0005790024686504598,0.029229245377816702,-2.925957783430256e-05,0.001261081095092612,0.0006574149056523938,0.0003121347321867266,1.002003166425533e-06,9.828028544650737e-07
123,9905,0.9905,8.060412522863257e-05,0.008420522708746722,-0.0002443834377141256,0.009883699491801267,-0.0005848725734031065,0.029473133559437127,-2.935052376322475e-05,0.0012655030845063133,0.0006097707090628056,0.0004209665338380051,1.0021193428009418e-06,9.829204460807648e-07
124,9905,0.9905,8.380652034713993e-05,0.008793250484646395,-0.0002540756379161657,0.010143041676094127,-0.0005907610517380906,0.029718101692829936,-2.944239167496183e-05,0.0012699660263005153,0.0005421374324747436,0.0005202803249297787,1.0022395254142582e-06,9.830374532220026e-07
125,9905,0.9905,8.402291690644322e-05,0.00886834529961608,-0.0002547003990139893,0.01005421455295026,-0.0005966680886288361,0.029964153694184013,-2.953518445368758e-05,0.0012744700479639932,0.0004577183600711815,0.000603842489777691,1.0023626138200104e-06,9.831552851486336e-07
126,9905,0.9905,8.124629967684764e-05,0.008642714621772471,-0.0002462357444667884,0.009620794938060298,-0.0006025938696313578,0.030211293620372448,-2.9628905012596275e-05,0.0012790152783365664,0.0003613214974681175,0.0006676171008226028,1.0024872621944172e-06,9.83275519768352e-07
127,9905,0.9905,7.557627360372211e-05,0.008125758323725682,-0.00022898407284660882,0.008860396435542225,-0.0006085385808901499,0.030459525665628782,-2.9723556293993546e-05,0.0012836018476144785,0.00026121831684710863,0.0007088508136268268,1.0026120684322423e-06,9.833996833293544e-07
128,9905,0.9905,6.721548954974212e-05,0.007339597024883422,-0.0002035613531595715,0.0078050248227580325,-0.0006145024091440257,0.030708854158352904,-2.981914126938829e-05,0.0012882298873557784,0.0001771321269222593,0.000725851073232804,1.0027357774979605e-06,9.835290331529188e-07
