turn,alive_count,survival_fraction,x_mean,x_rms,y_mean,y_rms,z_mean,z_rms,delta_mean,delta_rms,px_rms,py_rms,emittance_proxy_x,emittance_proxy_y
231,9905,0.9905,2.5180309616626763e-05,0.0033161351649740444,-7.195265702856811e-05,0.002936168349120897,-0.001369787400328923,0.06355143585862773,-4.5378954577009165e-05,0.0020190471934402932,0.00036542792263053245,0.0005994056152270673,1.0263602649182183e-06,1.011596166497711e-06
232,9905,0.9905,9.874695828930586e-06,0.002280179953869194,-2.469092958302498e-05,0.00207031376193109,-0.0013789062169400758,0.06395603802253137,-4.5594083055784036e-05,0.002028998006492744,0.00046090476366881725,0.0005152576123962066,1.0267186476310207e-06,1.0121054774671197e-06
233,9905,0.9905,-5.776333503929102e-06,0.0021276114809454464,2.34480080632392e-05,0.00263192462736815,-0.0013880683455794744,0.06436266408686105,-4.5810643197019195e-05,0.0020390128143984256,0.0005443803585081962,0.0004158191103822423,1.0270769588680895e-06,1.0126223272938165e-06
234,9905,0.9905,-2.1215799149012664e-05,0.0030122414522101393,7.074690159396907e-05,0.004020997096249924,-0.0013972740739377444,0.0647713265342054,-4.6028641791331716e-05,0.0020490919268121607,0.0006110672275619497,0.00030764233599221973,1.0274400496582994e-06,1.0131409747163384e-06
235,9905,0.9905,-3.589448343360327e-05,0.004265557090392967,0.00011551861180851489,0.005540804948713014,-0.0014065236910726054,0.06518203791670303,-4.624808567430876e-05,0.0020592356554534254,0.0006577857926596301,0.00020441611087409126,1.0278128026584669e-06,1.0136560502527681e-06
236,9905,0.9905,-4.9290469201809916e-05,0.005531574010223226,0.0001561662960076281,0.006961640667245497,-0.001415817487417946,0.06559481085630846,-4.646898172671868e-05,0.0020694443141153532,0.0006824920921968437,0.00014769268584952569,1.0281994411828678e-06,1.0141633476178702e-06
237,9905,0.9905,-6.0927698438440595e-05,0.00667281819565143,0.00019124036232603,0.008181928670918779,-0.0014251557547928955,0.0660096580450634,-4.6691336874723284e-05,0.0020797182186738012,0.0006841480960646661,0.000193773373001379,1.0286029194570334e-06,1.0146604671201275e-06
238,9905,0.9905,-7.039289058646865e-05,0.007616221923175903,0.00021949016559136414,0.009139033733452822,-0.0014345387864109175,0.06642659224537326,-4.691515809009165e-05,0.00209005768709648,0.0006626891693757838,0.00029454423638548453,1.0290244810288656e-06,1.0151472122788752e-06
239,9905,0.9905,-7.73502192812013e-05,0.00831446875419029,0.00023990860110212055,0.009790352667604217,-0.0014439668768890055,0.06684562629028856,-4.7140452390415086e-05,0.0021004630394521532,0.0006190228007531037,0.0004030670550830684,1.0294634502689552e-06,1.0156256752175123e-06
240,9905,0.9905,-8.155322629178952e-05,0.008736267223478181,0.00025176800627866653,0.010108705369971056,-0.0014534403222568658,0.06726677308379152,-4.7367226839323715e-05,0.0021109345979198903,0.0005550554303282645,0.0005039268488688444,1.029917291268921e-06,1.0160999918081763e-06
241,9905,0.9905,-8.285355003807508e-05,0.008863692083336039,0.0002546460903978593,0.010081203057892864,-0.0014629594199662074,0.06769004560108756,-4.759548854670423e-05,0.002121472686798396,0.0004738018406167783,0.0005901153607645354,1.0303819326627127e-06,1.0165757966045206e-06
242,9905,0.9905,-8.120615961967095e-05,0.008691477748730062,0.0002484409684975675,0.00970902160462267,-0.0014725244688999863,0.06811545688890155,-4.7825244668919114e-05,0.0021320776325153977,0.0003797822823419218,0.0006572599142142427,1.0308523199762795e-06,1.0170594521944953e-06
243,9905,0.9905,-7.667090980457071e-05,0.008226894324270921,0.00023337476433138275,0.009007419815155127,-0.0014821357693817867,0.06854302006577911,-4.805650240902731e-05,0.0021427497636370995,0.00028051758508668856,0.0007023863683431912,1.0313231236210832e-06,1.0175571607586449e-06
244,9905,0.9905,-6.941036343913408e-05,0.007489933851609639,0.00020998565509166805,0.008006054532469782,-0.0014917936231851954,0.06897274832239236,-4.828926901700614e-05,0.002153489410877703,0.00019270146849875743,0.0007236155105090264,1.0317895054500402e-06,1.0180740827880657e-06
245,9905,0.9905,-5.968396059354256e-05,0.006514197467909756,0.00017910864294906718,0.006750438047318432,-0.001501498333543187,0.0694046549218507,-4.852355178997479e-05,0.002164296907108997,0.00015951764227253802,0.0007200887479384818,1.0322478343747442e-06,1.0186135874492418e-06
246,9905,0.9905,-4.7838743717415044e-05,0.005350164351517016,0.0001418457405684638,0.005307763394936444,-0.0015112502051576652,0.06983875320001595,-4.875935807241906e-05,0.0021751725873700055,0.00021277973675574093,0.0006919535353221905,1.0326962449909036e-06,1.0191767418923737e-06
247,9905,0.9905,-3.429697052538784e-05,0.0040771767692804285,9.952663531138538e-05,0.003791051452062826,-0.001521049544208949,0.07027505656582221,-4.899669525641764e-05,0.0021861167888767123,0.00030627959724810624,0.0006403655184759511,1.0331349531334123e-06,1.0197621156006947e-06
