particle_id,gap,time_s,phase_rad,energy_ev
8491,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1004725.2906718055
1826,rf_gap_16,5.711200000002528e-08,4.224813800579305,1011147.4353491144
1951,rf_gap_16,5.711200000002528e-08,4.224813800579305,1003491.082689808
2813,rf_gap_16,5.711200000002528e-08,4.224813800579305,1016224.6029480273
3211,rf_gap_16,5.711200000002528e-08,4.224813800579305,1006736.1029580543
3504,rf_gap_16,5.711200000002528e-08,4.224813800579305,1011603.2689829617
3561,rf_gap_16,5.711200000002528e-08,4.224813800579305,1002414.537328691
3733,rf_gap_16,5.711200000002528e-08,4.224813800579305,1004851.6996230977
4737,rf_gap_16,5.711200000002528e-08,4.224813800579305,1008764.9136224146
4863,rf_gap_16,5.711200000002528e-08,4.224813800579305,1007544.0548889054
6330,rf_gap_16,5.711200000002528e-08,4.224813800579305,1010118.5736909381
6764,rf_gap_16,5.711200000002528e-08,4.224813800579305,1006851.1368506214
7729,rf_gap_16,5.711200000002528e-08,4.224813800579305,1007464.41352037
8900,rf_gap_16,5.711200000002528e-08,4.224813800579305,1010507.7150815357
9424,rf_gap_16,5.711200000002528e-08,4.224813800579305,999916.1055937265
9676,rf_gap_16,5.711200000002528e-08,4.224813800579305,1000764.5891048063
1134,rf_gap_16,5.711400000002528e-08,4.227327074702181,1008903.5310764959
1371,rf_gap_16,5.711400000002528e-08,4.227327074702181,1006515.8633221843
1496,rf_gap_16,5.711400000002528e-08,4.227327074702181,1011242.6700039433
1767,rf_gap_16,5.711400000002528e-08,4.227327074702181,1001953.1143192583
2497,rf_gap_16,5.711400000002528e-08,4.227327074702181,1010756.3054869577
2864,rf_gap_16,5.711400000002528e-08,4.227327074702181,1008420.627729194
3174,rf_gap_16,5.711400000002528e-08,4.227327074702181,1000848.8574553581
3289,rf_gap_16,5.711400000002528e-08,4.227327074702181,1004822.9108925743
3397,rf_gap_16,5.711400000002528e-08,4.227327074702181,992001.6773888792
3857,rf_gap_16,5.711400000002528e-08,4.227327074702181,1007259.2408898188
4159,rf_gap_16,5.711400000002528e-08,4.227327074702181,1003371.5196602443
4304,rf_gap_16,5.711400000002528e-08,4.227327074702181,1003404.2027592267
5017,rf_gap_16,5.711400000002528e-08,4.227327074702181,1013335.0675909012
6197,rf_gap_16,5.711400000002528e-08,4.227327074702181,1003002.1079284495
6530,rf_gap_16,5.711400000002528e-08,4.227327074702181,1006720.1526637437
6757,rf_gap_16,5.711400000002528e-08,4.227327074702181,1013245.2010016378
7743,rf_gap_16,5.711400000002528e-08,4.227327074702181,998140.8300351436
8072,rf_gap_16,5.711400000002528e-08,4.227327074702181,1000967.0405746144
8123,rf_gap_16,5.711400000002528e-08,4.227327074702181,1002572.0717052919
9140,rf_gap_16,5.711400000002528e-08,4.227327074702181,1011852.9577880822
9357,rf_gap_16,5.711400000002528e-08,4.227327074702181,1003022.3082987893
9972,rf_gap_16,5.711400000002528e-08,4.227327074702181,1004432.2185797126
