step,time,order_parameter,edge_count,avg_degree,candidate_pairs,edge_added,recouple_asymmetry,inadmissible_edge_added,inadmissible_edge_add_fraction,traceability_failures,traceability_failure_fraction,trace_depth_mean
220,11.0,0.21229277662614682,322,12.88,55,1,0.01818181818181818,0,0.0,0,0.0,0.0
221,11.05,0.21481784801176868,322,12.88,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
222,11.100000000000001,0.2173494269258825,321,12.84,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
223,11.15,0.21985988426872508,319,12.76,56,0,0.0,0,0.0,0,0.0,0.0
224,11.200000000000001,0.22231696640140813,319,12.76,54,1,0.018518518518518517,0,0.0,0,0.0,0.0
225,11.25,0.22476948305418523,316,12.64,54,2,0.037037037037037035,0,0.0,0,0.0,0.0
226,11.3,0.22706103998383223,315,12.6,53,0,0.0,0,0.0,0,0.0,0.0
227,11.350000000000001,0.22942767745798104,313,12.52,53,0,0.0,0,0.0,0,0.0,0.0
228,11.4,0.23185934277279557,311,12.44,53,0,0.0,0,0.0,0,0.0,0.0
229,11.450000000000001,0.23431685957868978,311,12.44,51,3,0.058823529411764705,0,0.0,0,0.0,0.0
230,11.5,0.23674839887296018,309,12.36,49,0,0.0,0,0.0,0,0.0,0.0
231,11.55,0.23920709308799296,306,12.24,47,0,0.0,0,0.0,0,0.0,0.0
232,11.600000000000001,0.24165176293760138,304,12.16,49,0,0.0,0,0.0,0,0.0,0.0
233,11.65,0.244196991904125,303,12.12,51,0,0.0,0,0.0,0,0.0,0.0
234,11.700000000000001,0.24681012195858001,302,12.08,53,1,0.018867924528301886,0,0.0,0,0.0,0.0
235,11.75,0.2493665983415075,302,12.08,51,0,0.0,0,0.0,0,0.0,0.0
236,11.8,0.2519809597813865,300,12.0,52,3,0.057692307692307696,0,0.0,0,0.0,0.0
237,11.850000000000001,0.2545875018942432,301,12.04,53,2,0.03773584905660377,0,0.0,0,0.0,0.0
238,11.9,0.25722420448257444,302,12.08,52,1,0.019230769230769232,0,0.0,0,0.0,0.0
239,11.950000000000001,0.2599247952197311,300,12.0,54,0,0.0,0,0.0,0,0.0,0.0
240,12.0,0.2627154610364039,299,11.96,56,0,0.0,0,0.0,0,0.0,0.0
241,12.05,0.26557350270487023,300,12.0,55,1,0.01818181818181818,0,0.0,0,0.0,0.0
242,12.100000000000001,0.26848630045395344,298,11.92,58,0,0.0,0,0.0,0,0.0,0.0
243,12.15,0.27133969805885544,295,11.8,58,0,0.0,0,0.0,0,0.0,0.0
244,12.200000000000001,0.2741776306381482,293,11.72,57,0,0.0,0,0.0,0,0.0,0.0
245,12.25,0.2769840988578628,293,11.72,62,2,0.03225806451612903,0,0.0,0,0.0,0.0
246,12.3,0.2797428612791791,293,11.72,62,1,0.016129032258064516,0,0.0,0,0.0,0.0
247,12.350000000000001,0.28256010782638574,291,11.64,60,0,0.0,0,0.0,0,0.0,0.0
248,12.4,0.2853100054856057,293,11.72,62,2,0.03225806451612903,0,0.0,0,0.0,0.0
249,12.450000000000001,0.28812366408296536,292,11.68,62,0,0.0,0,0.0,0,0.0,0.0
250,12.5,0.2909283330726699,290,11.6,62,2,0.03225806451612903,0,0.0,0,0.0,0.0
251,12.55,0.2935637839472248,291,11.64,64,1,0.015625,0,0.0,0,0.0,0.0
252,12.600000000000001,0.29623850664834595,293,11.72,67,2,0.029850746268656716,0,0.0,0,0.0,0.0
253,12.65,0.2989838001889683,292,11.68,68,2,0.029411764705882353,0,0.0,0,0.0,0.0
254,12.700000000000001,0.3016111311439456,292,11.68,68,1,0.014705882352941176,0,0.0,0,0.0,0.0
255,12.75,0.3042586815191822,294,11.76,68,3,0.04411764705882353,0,0.0,0,0.0,0.0
256,12.8,0.3068925573655819,294,11.76,66,1,0.015151515151515152,0,0.0,0,0.0,0.0
257,12.850000000000001,0.30960343234763826,293,11.72,64,0,0.0,0,0.0,0,0.0,0.0
258,12.9,0.31236888032119386,292,11.68,62,0,0.0,0,0.0,0,0.0,0.0
259,12.950000000000001,0.3151890323340058,293,11.72,63,2,0.031746031746031744,0,0.0,0,0.0,0.0
260,13.0,0.3180480517851533,291,11.64,63,0,0.0,0,0.0,0,0.0,0.0
261,13.05,0.3209492063425221,295,11.8,65,6,0.09230769230769231,0,0.0,0,0.0,0.0
262,13.100000000000001,0.3237939701730714,295,11.8,61,0,0.0,0,0.0,0,0.0,0.0
263,13.15,0.32669179729354836,296,11.84,63,1,0.015873015873015872,0,0.0,0,0.0,0.0
264,13.200000000000001,0.32963660110993104,294,11.76,61,0,0.0,0,0.0,0,0.0,0.0
265,13.25,0.3325356425207111,294,11.76,61,0,0.0,0,0.0,0,0.0,0.0
266,13.3,0.3354873630007647,292,11.68,62,1,0.016129032258064516,0,0.0,0,0.0,0.0
267,13.350000000000001,0.33838823188053924,288,11.52,62,0,0.0,0,0.0,0,0.0,0.0
