step,alive_count,survival_fraction,x_mean,x_rms,y_mean,y_rms,z_mean,z_rms,delta_mean,delta_rms,px_rms,py_rms,emittance_proxy_x,emittance_proxy_y
229,9853,0.9853,-3.2072472466426304e-06,0.004399121575184514,-3.17523335022931e-05,0.005261805936484262,-0.019007160177522794,6.391350457547738,-3.948449891845731e-05,0.0065783684096235385,0.0005993324898971935,0.0003333278906723157,1.6343832704722622e-06,1.7522442826216763e-06
230,9853,0.9853,1.1637237529925884e-05,0.0050375215931937984,-2.563717103165199e-05,0.006014468405241693,-0.019105871424818937,6.4002757240954375,-3.846591782851433e-05,0.00675633468275712,0.000623526496655302,0.000291812920892437,1.6355662882914619e-06,1.7537657024316327e-06
231,9853,0.9853,2.6314264471371265e-05,0.005716238627374348,-1.9109628559825434e-05,0.006771090351037119,-0.01920203621939023,6.409491067330674,-3.7517633528721156e-05,0.006942768700992951,0.0006396921958396183,0.00026528368878639175,1.6368034883888829e-06,1.7553127386114633e-06
232,9853,0.9853,4.0598271637217195e-05,0.006386881924447049,-1.2268467663135195e-05,0.007490243371948954,-0.019295830303212008,6.419012873077707,-3.664698086677758e-05,0.007137421333346758,0.0006474580646836729,0.00026014502302947154,1.6381011716754592e-06,1.7568839775688024e-06
233,9853,0.9853,5.426951829201657e-05,0.007015735681649797,-5.2175085699438815e-06,0.008142614603830615,-0.019387447755378994,6.428857699630792,-3.585953938392874e-05,0.007340033923419969,0.0006466562964635863,0.00027786031871024716,1.6394647460475655e-06,1.7584792549056037e-06
234,9853,0.9853,6.711744035199777e-05,0.007578574514474635,1.935916151423809e-06,0.008706749016217718,-0.019477096603838822,6.439042257364669,-3.515904509011059e-05,0.007550338302786452,0.0006373174886477475,0.00031361891082294803,1.6408984590817038e-06,1.7600999136168531e-06
235,9853,0.9853,7.894386736216545e-05,0.008057518538238188,9.082564708553777e-06,0.009166694628396347,-0.019564994216564092,6.449583385190885,-3.4547355413106226e-05,0.007768056651419157,0.0006196713721105087,0.0003602659697683241,1.6424051819763728e-06,1.761748988879243e-06
236,9853,0.9853,8.956605307846937e-05,0.008439286287007559,1.6112922348495033e-05,0.009510740838115412,-0.019651362605096846,6.460498023762051,-3.402447098140716e-05,0.007992901225355068,0.0005941538301746496,0.00041174718602793645,1.643986263087639e-06,1.763431300559016e-06
237,9853,0.9853,9.881947474914217e-05,0.008714249392944616,2.2918846595631753e-05,0.009730749317920789,-0.019736423782550375,6.4718031853422,-3.358861640794921e-05,0.008224573976795425,0.0005614228766542552,0.00046378771157732355,1.6456414668549496e-06,1.7651534387660313e-06
238,9853,0.9853,0.00010656035981866001,0.008875927558708474,2.9395197154702583e-05,0.009821805583198114,-0.01982039532357023,6.483515920280775,-3.323638040231581e-05,0.008462766098444794,0.0005223896702002465,0.0005134509774568773,1.6473690099811464e-06,1.766923633463634e-06
239,9853,0.9853,0.00011266790293541365,0.008920726567147621,3.5441426416335146e-05,0.009782050125583744,-0.01990348627457601,6.4956532800518225,-3.2962913340717795e-05,0.008707157531082907,0.0004782762982733903,0.0005586627077351725,1.649165701494862e-06,1.7687515060497386e-06
240,9853,0.9853,0.0001170461407450092,0.008847817031937174,4.096310712324439e-05,0.00961262087206596,-0.019985893557927813,6.508232276849746,-3.2762177902499524e-05,0.008957416480074547,0.0004307216607303745,0.0005979078940713289,1.651027186980135e-06,1.7706477085733607e-06
241,9853,0.9853,0.00011962545691153706,0.008659106505025157,4.587337473298721e-05,0.009317683366527923,-0.02006779900268404,6.521269839769555,-3.262724563324786e-05,0.00921319899181062,0.00038197074961507827,0.0006300614171046438,1.6529482901227142e-06,1.7726234643683848e-06
242,9853,0.9853,0.00012036369505146331,0.008359293702252442,5.0094263321631954e-05,0.008904559891973458,-0.02014936711676717,6.534782767643519,-3.255062947128494e-05,0.009474148644189486,0.0003351891124103133,0.0006542968004582677,1.654923437228449e-06,1.7746900318345444e-06
243,9853,0.9853,0.00011924686272038526,0.007956025057753693,5.355791547749895e-05,0.00838400745417692,-0.02023074369044538,6.548787678657628,-3.2524639581702476e-05,0.009739896405659918,0.0002948731010135833,0.0006700376295141098,1.6569471430492528e-06,1.7768581203061482e-06
244,9853,0.9853,0.00011628941520368147,0.007460212379148973,5.620764849406496e-05,0.007770752132553351,-0.020312055289399628,6.563300956929905,-3.2541747520623945e-05,0.010010060714721618,0.00026695157312783835,0.0006769321303017019,1.6590145297031182e-06,1.7791372928561824e-06
245,9853,0.9853,0.0001115341135800046,0.006886630211986767,5.799886124039332e-05,0.007084485375833838,-0.020393409658201186,6.578338696297223,-3.259494205384423e-05,0.010284247825952038,0.0002573861536686327,0.0006748407149661916,1.661121845311962e-06,1.7815353949567852e-06
246,9853,0.9853,0.00010505145731122375,0.006255012224231987,5.88997683183613e-05,0.006351694661652476,-0.020474897013335776,6.593916641626316,-3.267805911297981e-05,0.01056205245958846,0.00026868665790537387,0.0006638315126506826,1.6632669457789604e-06,1.784058049689644e-06
247,9853,0.9853,9.693869742730192e-05,0.005592024482677216,5.88919504622883e-05,0.0056089333384795135,-0.020556592161118246,6.610050128035707,-3.2786068576547626e-05,0.010843058779587345,0.00029782881541642463,0.0006441820768184303,1.665449702357366e-06,1.7867082593052999e-06
248,9853,0.9853,8.731844218254982e-05,0.004934653844626022,5.7970712557035954e-05,0.00490816389107585,-0.020638557332559624,6.626754018485593,-3.2915301926836376e-05,0.011126841710235418,0.00033870598825048835,0.0006163878841383511,1.6676722996372154e-06,1.7894861491333582e-06
249,9853,0.9853,7.633687281841922e-05,0.004335246748746693,5.614524311216624e-05,0.004323172106737158,-0.020720845587376736,6.644042640258966,-3.3063607374570626e-05,0.011412968584342634,0.00038549479376069525,0.0005811808572839034,1.6699393933998787e-06,1.7923888830865888e-06
250,9853,0.9853,6.416159272629697e-05,0.0038657750585280033,5.3438571509910244e-05,0.0039485668902063805,-0.020803504605813167,6.6619297209160475,-3.3230422672387445e-05,0.011701001097601313,0.00043384676242469574,0.0005395649428223959,1.672258105334759e-06,1.7954107704312853e-06
251,9853,0.9853,5.09791387991058e-05,0.0036105102216615324,4.988732183299288e-05,0.003870573766336434,-0.0208865806624941,6.680428324351876,-3.3416760354021146e-05,0.011990497524910685,0.000480715281454748,0.0004928821217729468,1.674637841511639e-06,1.7985435715084705e-06
252,9853,0.9853,3.699218901841766e-05,0.00363078976702788,4.554126457567414e-05,0.004109923905269311,-0.020970122563379136,6.6995507876202804,-3.362510523495096e-05,0.012281015136650855,0.0005239443575426809,0.00044293282031686787,1.6770899331725245e-06,1.801776996336947e-06
253,9853,0.9853,2.241650525889988e-05,0.003920420443919426,4.0462670057588516e-05,0.004603823601070015,-0.02105418532646652,6.719308659203743,-3.385922930517043e-05,0.012572112737530066,0.0005619657767641513,0.0003921890168329884,1.6796271110872183e-06,1.8050993754049472e-06
254,9853,0.9853,7.4776548110399385e-06,0.004410730941979029,3.4725469909745105e-05,0.005255175111223295,-0.021138833399729443,6.739712639405691,-3.412393419653071e-05,0.012863353239257512,0.0005936188196850228,0.00034413904437129264,1.6822628375249158e-06,1.8084984675548538e-06
255,9853,0.9853,-7.59244187048828e-06,0.005017636654394286,2.8414235599068035e-05,0.005979071291879033,-0.021224143235220747,6.76077252351857,-3.4424735764898905e-05,0.013154306172310589,0.0006180496792341898,0.0003036996188483642,1.685010531890167e-06,1.8119623568930408e-06
256,9853,0.9853,-2.255908628661422e-05,0.005672224638025497,2.1622985608307806e-05,0.006714132314605959,-0.02131020507463308,6.78249714837793,-3.4767508576184896e-05,0.013444550042520164,0.0006346565637438224,0.00027716873774758264,1.687882736324599e-06,1.8154803803272662e-06
257,9853,0.9853,-3.718844627171662e-05,0.0063250665538299704,1.4453835584339373e-05,0.007417650222427272,-0.02139712384607349,6.8048943428513065,-3.5158109896776234e-05,0.013733674445572717,0.0006430602506018541,0.0002704151594847492,1.6908902752259538e-06,1.8190440207383206e-06
258,9853,0.9853,-5.125121408504299e-05,0.006941365503648796,7.015508482941222e-06,0.008059323097265883,-0.021485019120815442,6.827970882733778,-3.560200296933225e-05,0.014021281866569925,0.0006430890576626448,0.00028518282137313073,1.6940414669516505e-06,1.8226476987752437e-06
259,9853,0.9853,-6.452622156396634e-05,0.007496098387996727,-5.782755769799577e-07,0.008617037443646721,-0.02157402412823881,6.851732450434013,-3.610389788286279e-05,0.014306989111429504,0.0006347726077036374,0.00031762015551462094,1.6973414464026767e-06,1.8262893993166332e-06
260,9853,0.9853,-7.680395544539899e-05,0.007970861540311727,-8.21050745362346e-06,0.009074435479967552,-0.02166428387294596,6.876183599740114,-3.666742539225304e-05,0.014590428340340933,0.0006183420550602734,0.0003612784846138554,1.7007916533984612e-06,1.8299710768352577e-06
261,9853,0.9853,-8.788991660336868e-05,0.008352052131238165,-1.576267043029218e-05,0.009419576422063345,-0.021755952436426605,6.901327725859038,-3.729485496392364e-05,0.014871247698353272,0.0005942368310433478,0.0004103166700823483,1.7043895336946305e-06,1.8336987968643137e-06
262,9853,0.9853,-9.760776847620742e-05,0.008629859509135652,-2.3116568190001305e-05,0.009644211806064498,-0.0218491895738364,6.927167040831916,-3.798686362925595e-05,0.01514911156192081,0.0005631203072221597,0.00046043651436861535,1.7081284874059519e-06,1.8374825876946579e-06
263,9853,0.9853,-0.00010580222235127444,0.008797715377477967,-3.0156170844563683e-05,0.009743400708672509,-0.021944156732909538,6.953702554344648,-3.874235751097211e-05,0.015423700440537442,0.0005259098668409845,0.0005086265694030495,1.7119980840431077e-06,1.8413359961816496e-06
264,9853,0.9853,-0.00011234161041343664,0.00885200253231669,-3.676944935891642e-05,0.009715318545039072,-0.022041012626686944,6.980934059882002,-3.95583437462311e-05,0.015694710587747636,0.000483831636471051,0.0005527478592641671,1.7159845452478038e-06,1.8452753627004862e-06
265,9853,0.9853,-0.00011712010151435996,0.008791915501237148,-4.285016811105934e-05,0.009561187123356324,-0.022139908486052524,7.008860126116361,-4.042984746708824e-05,0.0159618533850434,0.000438517406515839,0.0005912414395999096,1.7200714768079298e-06,1.84931885131651e-06
266,9853,0.9853,-0.00012005951944912492,0.008619422306114392,-4.8299605370377626e-05,0.009285299546337725,-0.02224098310472026,7.0374780933794785,-4.134986683895849e-05,0.01622485456567388,0.00039216968398368446,0.0006229559908187228,1.7242408120785828e-06,1.8534852905713717e-06
267,9853,0.9853,-0.00012111072909986773,0.008339313454651075,-5.3028172185619666e-05,0.008895148687874256,-0.022344357771817605,7.066784075037109,-4.230935898942875e-05,0.016483453344328568,0.0003478167351597203,0.0006470517102312476,1.7284739110830145e-06,1.8577928964699064e-06
268,9853,0.9853,-0.00012025456208646452,0.007959355270184711,-5.695690153690593e-05,0.00840170498294343,-0.022450131169291215,7.0967729635702135,-4.3297250820150784e-05,0.0167374015146795,0.00030960381939297246,0.0006629477844572823,1.7327527448740254e-06,1.8622579610246699e-06
269,9853,0.9853,-0.00011750226051020226,0.007490600237860592,-6.0018781579996605e-05,0.007819940437361792,-0.02255837429634156,7.1274384411611305,-4.430047080265802e-05,0.016986462571637877,0.000282770561723134,0.0006702942280728907,1.7370610846010763e-06,1.8668935960939255e-06
270,9853,0.9853,-0.00011289542493622273,0.006947957842706828,-6.215990932594419e-05,0.007169775266806834,-0.02266912547334819,7.158772994586336,-4.530400039441849e-05,0.017230410910261108,0.0002724599276074968,0.0006689576758627708,1.7413856102472579e-06,1.8717086225881356e-06
271,9853,0.9853,-0.00010650546086587667,0.006351206037341337,-6.33404440689867e-05,0.006477740648355336,-0.02278238547433426,7.190767934227331,-4.629094612245272e-05,0.017469031149155115,0.00028104067903974325,0.0006590159066334734,1.7457168558377096e-06,1.8767066891478447e-06
272,9853,0.9853,-9.843252650924475e-05,0.005726722285430284,-6.353534320788412e-05,0.005779761476000263,-0.022898112839640355,7.223413417026137,-4.7242635198608826e-05,0.01770211762268924,0.0003063580191154078,0.0006407591041880093,1.750049916225732e-06,1.8818856922427771e-06
273,9853,0.9853,-8.880399356033888e-05,0.005110244056820462,-6.273486671235031e-05,0.005125261421974303,-0.023016219427636868,7.256698473230096,-4.8138738458152394e-05,0.017929474082346655,0.0003433158618328742,0.0006146982920286697,1.7543848549344823e-06,1.8872375518466214e-06
274,9853,0.9853,-7.777244175008828e-05,0.004550497258270428,-6.094484028906466e-05,0.004581108338423588,-0.023136566273782244,7.290611036790567,-4.8957424381317616e-05,0.018150913641606772,0.00038660999698729263,0.0005815838577012312,1.7587267720475788e-06,1.8927483743510056e-06
275,9853,0.9853,-6.55132170197841e-05,0.004111234062243301,-5.818667123734994e-05,0.004228389779084734,-0.023258959834735558,7.325137979299671,-4.967554711525099e-05,0.018366258989458522,0.00043202570928488137,0.0005424403873201581,1.7630855144319454e-06,1.8983990085234902e-06
276,9853,0.9853,-5.222159200535755e-05,0.0038636550225336973,-5.449711500262458e-05,0.004138538034282094,-0.0233831487025237,7.360265147366074,-5.0268870073145104e-05,0.01857534288401425,0.00047650018501813876,0.0004986289695081469,1.7674750359439113e-06,1.9041659727480713e-06
277,9853,0.9853,-3.8109575912581896e-05,0.0038594922347563207,-4.992779449462729e-05,0.00433171952282944,-0.02350882087770652,7.395977403342095,-5.071232522871988e-05,0.01877800891960117,0.000517830439094847,0.00045195499797118243,1.7719124408343147e-06,1.9100227044226823e-06
278,9853,0.9853,-2.3402428542753093e-05,0.0040982580676716665,-4.4544478297740436e-05,0.00476142679241993,-0.023635601690778312,7.432258669317215,-5.0980306991373914e-05,0.018974112538997032,0.0005544087209313645,0.0004048448565876525,1.776416767418841e-06,1.9159410572674874e-06
279,9853,0.9853,-8.33493994242391e-06,0.004527392278464835,-3.842612791808003e-05,0.005347089611475067,-0.023763052458256776,7.469091974284269,-5.104699875835666e-05,0.019163522238919133,0.0005850493489808709,0.00036059883264913584,1.781007589421069e-06,1.921892951441826e-06
280,9853,0.9853,6.852457346082919e-06,0.005075239586035431,-3.166372813132698e-05,0.006011806048382437,-0.023890669955152665,7.50645950436219,-5.088672993647495e-05,0.019346120893916564,0.0006088862635465847,0.0003236201141257022,1.7857035276789525e-06,1.9278520666032617e-06
281,9853,0.9853,2.1917672386628377e-05,0.0056780268827044894,-2.43589182481858e-05,0.006696309130819117,-0.02401788677999384,7.544342655921552,-5.047436126990716e-05,0.019521807104207763,0.0006253146572150899,0.0002991914405293691,1.7905207739321785e-06,1.9337954608224885e-06
282,9853,0.9853,3.6620962805613995e-05,0.006287373418933341,-1.6622445620278577e-05,0.0073577904763954425,-0.024144072683168656,7.582722091406731,-4.9785696431881204e-05,0.019690496459383915,0.0006339584839428875,0.0002920066270400935,1.7954717304060805e-06,1.9397049995091086e-06
283,9853,0.9853,5.072889040813514e-05,0.006868158226429076,-8.572465880131048e-06,0.007965380791441184,-0.02426853692424835,7.621577797583225,-4.879791770970487e-05,0.01985212260438493,0.000634653200669924,0.00030360332778539594,1.8005638635798085e-06,1.945568488463749e-06
284,9853,0.9853,6.401815239250845e-05,0.007394817227865548,-3.3271715667692616e-07,0.008496491217659028,-0.024390531718522634,7.660889145863987,-4.749004294148617e-05,0.020006637998036276,0.0006274380607195989,0.00033124929264002374,1.8057988580710979e-06,1.951380423390182e-06
285,9853,0.9853,7.627921806920433e-05,0.007848530963429511,7.969402246653842e-06,0.008934490577867367,-0.024509256825876315,7.700634954289865,-4.584339946665349e-05,0.020154014267974737,0.000612555467920639,0.0003697956036860355,1.8111721376803226e-06,1.9571422935077284e-06
286,9853,0.9853,8.73197057200337e-05,0.008215456381446058,1.6204821542381158e-05,0.009267344070710306,-0.024623865324542984,7.740793550662766,-4.384210871003729e-05,0.020294242088182604,0.000590457218552508,0.0004141102616444766,1.816672796474022e-06,1.9628624075076145e-06
287,9853,0.9853,9.696744057556497e-05,0.008485686751729922,2.4244818269114664e-05,0.00948684011404895,-0.024733470596318058,7.781342836262509,-4.147357228348938e-05,0.020427330534822978,0.0005618196001545098,0.00046012710132799873,1.822283954929964e-06,1.968555243733217e-06
288,9853,0.9853,0.00010507314261859556,0.008652657861875135,3.1963039505987036e-05,0.009588161961917403,-0.024837154527026818,7.822260349526359,-3.872894746231467e-05,0.020553305910131808,0.0005275718403277835,0.0005048633599200428,1.8279835265204658e-06,1.9742403605947352e-06
289,9853,0.9853,0.0001115127017494358,0.008712819581974302,3.92374909089394e-05,0.009569664485578399,-0.02493397689568257,7.863523329039565,-3.560359697603937e-05,0.020672210059892098,0.0004889457063317059,0.000546153009435654,1.83374535080001e-06,1.9799409352596396e-06
290,9853,0.9853,0.00011618900743546629,0.008665469727513156,4.5952461684443934e-05,0.009432783641693813,-0.025022985888122667,7.905108775180233,-3.209749567405568e-05,0.020784098244581113,0.0004475578357111711,0.0005824074533979367,1.8395406222722742e-06,1.985682026160777e-06
291,9853,0.9853,0.00011903330994439233,0.008512698428393731,5.2000354831758306e-05,0.009182050091940843,-0.025103229627307787,7.946993509784879,-2.8215575177799534e-05,0.020889036655029145,0.0004055372082740312,0.0006124566870992348,1.8453395221114275e-06,1.991488675760522e-06
292,9853,0.9853,0.00012000610025424417,0.008259426382306905,5.728339366563311e-05,0.008825211901717273,-0.025173768565252268,7.989154233252548,-2.3967987408534517e-05,0.02098709968827314,0.00036569389130067877,0.000635453707246852,1.8511129439804891e-06,1.997383982740606e-06
293,9853,0.9853,0.00011909750539029387,0.007913549089257415,6.171517772842842e-05,0.008373503892760441,-0.025233688533773602,8.031567578583621,-1.9370269047578252e-05,0.02107836711677152,0.0003316509614903086,0.0006508191888194304,1.8568341970372303e-06,2.0033872764072917e-06
294,9853,0.9853,0.00011632720495133783,0.007486228945141712,6.522206367289991e-05,0.007842140591133877,-0.02528211420639252,8.074210161950706,-1.444339156170539e-05,0.021162921293414107,0.00030766828765467854,0.0006582103278351889,1.8624805694642548e-06,2.0095125203353345e-06
295,9853,0.9853,0.0001117438827122372,0.006992413322460436,6.774434951314898e-05,0.007251159358597504,-0.025318222685296758,8.117058629518336,-9.213685288933394e-06,0.021240844535456535,0.00029768555115738856,0.0006575042776574268,1.8680346445536436e-06,2.015767057517581e-06
296,9853,0.9853,0.00010542423426293388,0.00645169883286403,6.923724377699282e-05,0.006626786592768471,-0.02534125689851914,8.160089700358917,-3.7126309904647833e-06,0.02131221682264773,0.0003035772956540758,0.0006487910738398519,1.8734852778930148e-06,2.0221507865707976e-06
297,9853,0.9853,9.747155758921169e-05,0.005889684900114034,6.967160452491879e-05,0.006003462707385547,-0.02535053847599529,8.203280205447653,2.023482090944945e-06,0.021377113928715604,0.0003240118031035011,0.0006323739293718334,1.8788281672994604e-06,2.0286558294541286e-06
298,9853,0.9853,8.801395832399638e-05,0.005339854879338887,6.903443689855197e-05,0.0054262559791317545,-0.025345479770767915,8.246607122851424,7.954026644068937e-06,0.021435606081647084,0.000355262061583381,0.0006087770421485471,1.884065975095316e-06,2.0352667177122743e-06
299,9853,0.9853,7.72022051799734e-05,0.004845457723386852,6.732914178026127e-05,0.004951923360469284,-0.025325594704157784,8.290047609348541,1.4034625219787478e-05,0.021487757217861114,0.0003929977925827827,0.0005787631877681558,1.8892079930409394e-06,2.0419610887914815e-06
300,9853,0.9853,6.520727395039386e-05,0.0044591920093961105,6.457551222004203e-05,0.0046437574343775375,-0.025290508141108264,8.333579028821177,2.0217839233642863e-05,0.021533624859974204,0.0004334442813750082,0.0005433658076469933,1.894269371500306e-06,2.048710848970704e-06
301,9853,0.9853,5.221762060410977e-05,0.004235817214430587,6.080947842918692e-05,0.004553990055385681,-0.025239963543024158,8.37717897784431,2.6453937901098036e-05,0.021573260609575446,0.000473673493116741,0.0005039431455203957,1.8992699639984983e-06,2.0554837273542465e-06
302,9853,0.9853,3.843622558129429e-05,0.004213941009875143,5.608260624692773e-05,0.004698498313767351,-0.025173828698271363,8.420825308949716,3.2691722371114636e-05,0.02160671120805562,0.0005114971629003921,0.00046226410921423465,1.9042328642008695e-06,2.0622451184370384e-06
303,9853,0.9853,2.4077452582449128e-05,0.004396032841140204,5.046135793994818e-05,0.005046967517908276,-0.02509209939234364,8.464496152068401,3.8879378048510186e-05,0.021634020083309398,0.0005452888042090659,0.00042063156493601835,1.9091827327839535e-06,2.068960090867939e-06
304,9853,0.9853,9.363766067135237e-06,0.0047467719797200806,4.402612788000128e-05,0.0055403718727180026,-0.024994900947222363,8.50816993464931,4.4965327262631444e-05,0.021655229271383414,0.0005738415885085979,0.0003820213874162734,1.9141440253804092e-06,2.0755954285876003e-06
305,9853,0.9853,-5.477647572900757e-06,0.005211807967699292,3.687006896024969e-05,0.006115936884162485,-0.024882487629065708,8.551825400918108,5.089905506034134e-05,0.021670381582837784,0.0005962740176399514,0.00035012624046842954,1.919139238951669e-06,2.082121568291229e-06
306,9853,0.9853,-2.0218309592907173e-05,0.005737360239371739,2.909772848082974e-05,0.006720632993818671,-0.024755239991414813,8.595441630681023,5.663188287478605e-05,0.021679522875818504,0.0006119717273029851,0.0003290179961047322,1.9241872922731573e-06,2.088514304292224e-06
307,9853,0.9853,-3.463188319735837e-05,0.006279083578853561,2.082351461782308e-05,0.007313631869010628,-0.024613660284227866,8.638998058001464,6.211766794998332e-05,0.021682704302412256,0.0006205530066478395,0.00032208128417724667,1.929302146916529e-06,2.0947561478064238e-06
308,9853,0.9853,-4.84975662870507e-05,0.006802962081455507,1.2170016485230463e-05,0.007864379411791163,-0.024458366114352897,8.68247448998822,6.731341041696803e-05,0.02167998441106995,0.0006218493893078077,0.0003304877984636747,1.934491758864448e-06,2.1008372512854196e-06
309,9853,0.9853,-6.16033964147714e-05,0.007283456664507029,3.2662022410883546e-06,0.00835011960747709,-0.024290082588310467,8.725851125841745,7.217975451784298e-05,0.021671431013550114,0.000615896204266949,0.0003525182497143536,1.939757428799079e-06,2.1067558380158492e-06
310,9853,0.9853,-7.37494221455589e-05,0.0077014901054779416,-5.754479260300296e-06,0.008753998587562541,-0.02410963320201584,8.769108576216532,7.668137535973921e-05,0.021657122756559573,0.0006029306076163995,0.0003845066279378401,1.9450935926177003e-06,2.112518110677607e-06
311,9853,0.9853,-8.475069594240729e-05,0.008042953136360238,-1.4756067028008678e-05,0.009063818595467742,-0.023917929763616484,8.81222788287996,8.078724748261101e-05,0.02163715037197958,0.0005833966220787459,0.00042237290527951505,1.9504880645674084e-06,2.118137647572051e-06
312,9853,0.9853,-9.44400452091608e-05,0.008297729446070703,-2.3602099952167357e-05,0.009271270189875131,-0.02371596164490996,8.85519053858545,8.447079622076035e-05,0.021611617611114613,0.0005579584600290532,0.0004625576100829065,1.95592271544885e-06,2.1236343293638805e-06
313,9853,0.9853,-0.00010267058029608329,0.00845909544077373,-3.215764517097072e-05,0.009371478282305364,-0.023504784654358058,8.89797850703351,8.770993715290405e-05,0.021580641894193106,0.0005275251487228859,0.0005022609981899341,1.961374539581399e-06,2.129032870093553e-06
314,9853,0.9853,-0.00010931790116506596,0.008523366979028377,-4.029131543201532e-05,0.009362750411845897,-0.023285509811475803,8.94057424276833,9.048701273124018e-05,0.021544354723828013,0.0004932911324472246,0.0005393607592784013,1.966817038567631e-06,2.1343610518382925e-06
315,9853,0.9853,-0.00011428196805077923,0.008489708312045829,-4.787724793767272e-05,0.009246462891206135,-0.023059292279647734,8.982960710848419,9.2788638340711e-05,0.021502901919080317,0.0004567980239020263,0.0005722647046153693,1.9722218290933107e-06,2.139647781061524e-06
316,9853,0.9853,-0.0001174886058449635,0.00836005590130663,-5.479701711611437e-05,0.00902705606806754,-0.02282732068379599,9.025121406134105,9.46054724627249e-05,0.02145644372529897,0.0004200181090114807,0.0005997882712436181,1.9775603675004163e-06,2.1449210952406374e-06
317,9853,0.9853,-0.00011889061704936888,0.008139138625423701,-6.094145386732344e-05,0.008712137964066035,-0.02259080700263917,9.067040372048156,9.5931927213109e-05,0.0214051548453744,0.00038543995384899735,0.0006210704867635469,1.9828056767079486e-06,2.150206250230931e-06
318,9853,0.9853,-0.00011846848393498974,0.007834599494126012,-6.6212344172275e-05,0.008312720628986223,-0.022350977184606387,9.108702218683716,9.676583622653815e-05,0.021349224422651355,0.0003560804463500873,0.0006355207252038032,1.9879339617451564e-06,2.1555240120378232e-06
319,9853,0.9853,-0.00011623064692638408,0.007457245711979201,-7.052398061665281e-05,0.007843637862922461,-0.022109062594040028,9.150092140151807,9.710809664696228e-05,0.021288855987190106,0.000335248530483193,0.0006427865501344298,1.9929260086484367e-06,2.160889261835235e-06
320,9853,0.9853,-0.00011221335308282195,0.007021474230806405,-7.380454146814766e-05,0.007324211655988214,-0.02186629235242265,9.191195931075468,9.696230089606535e-05,0.021224267358119348,0.00032584840263729845,0.0006427354947754882,1.997768277116961e-06,2.1663100012994106e-06
321,9853,0.9853,-0.00010648007572387782,0.006545930793658736,-7.599727355348279e-05,0.006779222688835344,-0.02162388660018242,9.232000002146595,9.633437204385786e-05,0.021155690478014164,0.0003293213315837401,0.0006354464564534714,2.0024536189463327e-06,2.1717868181585844e-06
322,9853,0.9853,-9.912051356876191e-05,0.0060544303054596805,-7.70614573851759e-05,0.006240119442438099,-0.02138305067007274,9.272491394664,9.523221418285191e-05,0.02108337114257984,0.0003449504329978762,0.0006212086593786051,2.0069815802461115e-06,2.177312841130767e-06
323,9853,0.9853,-9.024918502805493e-05,0.00557700613763789,-7.697313583675571e-05,0.005745985589592732,-0.021144970134615637,9.312657793967041,9.366538644902863e-05,0.02100756858176592,0.00037020991446653015,0.0006005279600257549,2.01135827387371e-06,2.182874181165847e-06
324,9853,0.9853,-8.000364029523059e-05,0.005150478390920099,-7.57255911673996e-05,0.005342810233103098,-0.020910806668493015,9.35248754167009,9.164480650134336e-05,0.02092855484733974,0.0004018095131022306,0.0005741418618369019,2.0155958373205696e-06,2.1884508242211897e-06
325,9853,0.9853,-6.854232042853627e-05,0.004816950777236333,-7.332955931467792e-05,0.005078285250730249,-0.020681694652239666,9.391969646590912,8.918248661685713e-05,0.020846613966677016,0.00043657979768811834,0.0005430460553751183,2.0197115184321037e-06,2.194017911725666e-06
326,9853,0.9853,-5.604209850498901e-05,0.004617690695218922,-6.98131750187366e-05,0.004989926477253741,-0.02045873843569757,9.431093794253428,8.629130328563087e-05,0.020762040832101217,0.00047186289801258343,0.0005085362228576215,2.023726454984613e-06,2.1995473202966153e-06
327,9853,0.9853,-4.269554301357323e-05,0.004581425944763078,-6.522164637497953e-05,0.005090409836197909,-0.02024301017748347,9.469850354834946,8.298479943480872e-05,0.02067513980795655,0.0005055632431456217,0.00047226757511576226,2.027664232758465e-06,2.2050094337539206e-06
328,9853,0.9853,-2.8707947824262373e-05,0.004712460840166616,-5.9616662654568194e-05,0.005361420518925457,-0.0200355481788965,9.508230389421556,7.927701723304928e-05,0.02058622305182222,0.0005360704808249213,0.00043632630794958376,2.0315493192381465e-06,2.21037498922305e-06
329,9853,0.9853,-1.4294176263781635e-05,0.004988537583799614,-5.307554447177108e-05,0.005762137392382289,-0.019837355635813906,9.546225654435174,7.518235880802074e-05,0.020495608559939517,0.0005621657208272198,0.0004032812084146508,2.0354054758177803e-06,2.215616875857051e-06
330,9853,0.9853,3.246309601165178e-07,0.0053706237332675115,-4.569015038981829e-05,0.006244277066388047,-0.019649399738793795,9.58382860410169,7.071547207382043e-05,0.020403617958425123,0.0005829467253178988,0.000376126288660446,2.0392542502703267e-06,2.2207117696208336e-06
331,9853,0.9853,1.4924432978886629e-05,0.0058158087411810935,-3.756555862462035e-05,0.006763006783370367,-0.019472611058609268,9.621032390842231,6.589115909469195e-05,0.0203105740702025,0.0005977762021870492,0.0003579524429000455,2.0431136435920324e-06,2.2256415002875568e-06
332,9853,0.9853,2.928169972802227e-05,0.006285460360512498,-2.8818546438466284e-05,0.007281187454727318,-0.01930788316087253,9.657830863487725,6.072430487202156e-05,0.020216798292611436,0.0006062486050668662,0.0003512238924932966,2.0469970319098442e-06,2.2303940663615917e-06
